window_id,source_video,scene,true_label,pred_label,confidence,max_hip_velocity,torso_angle_range,low_visibility_frac,max_attention_frame,max_attention_near_edge,bucket,notes
1081,Lecture_room/video (14),Lecture_room,0,1,0.8052269816398621,0.1321969032287597,1.4778729677200315,0.1868686868686868,5,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1322, torso_range=1.48) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1082,Lecture_room/video (14),Lecture_room,0,1,0.8390007615089417,0.0609794817864894,1.120797634124756,0.1676767676767676,3,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0610, torso_range=1.12) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1083,Lecture_room/video (14),Lecture_room,0,1,0.6154071688652039,0.0609794817864894,0.427446961402893,0.1515151515151515,2,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0610, torso_range=0.43) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1084,Lecture_room/video (14),Lecture_room,0,1,0.5520704388618469,0.0609794817864894,0.1647366285324096,0.1515151515151515,2,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0610, torso_range=0.16) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1085,Lecture_room/video (14),Lecture_room,0,1,0.6355479955673218,0.0245495215058326,0.0802350044250488,0.1515151515151515,2,False,borderline_confidence,"confidence (0.64) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
1190,Lecture_room/video (21),Lecture_room,0,1,0.5693216323852539,0.0051113525405526,0.1260711997747421,0.0,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
1377,Lecture_room/video (3),Lecture_room,0,1,0.583231508731842,0.0071005607023835,0.3382591307163238,0.1707070707070707,23,False,borderline_confidence,"confidence (0.58) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
1378,Lecture_room/video (3),Lecture_room,0,1,0.667420506477356,0.0071005607023835,0.2891814708709717,0.1656565656565656,21,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1379,Lecture_room/video (3),Lecture_room,0,1,0.7241818308830261,0.0071005607023835,0.2239497005939483,0.1585858585858585,18,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1380,Lecture_room/video (3),Lecture_room,0,1,0.7652317881584167,0.0041286060586571,0.1489984691143036,0.1535353535353535,15,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1381,Lecture_room/video (3),Lecture_room,0,1,0.7681704759597778,0.0042398641817271,0.083706259727478,0.1515151515151515,16,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1382,Lecture_room/video (3),Lecture_room,0,1,0.6071192622184753,0.0060101356357336,0.1319689154624939,0.1515151515151515,9,False,borderline_confidence,"confidence (0.61) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
1404,Lecture_room/video (3),Lecture_room,0,1,0.7682352662086487,0.0302911195904016,0.2424650490283966,0.0292929292929292,28,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
1405,Lecture_room/video (3),Lecture_room,0,1,0.9730225205421448,0.0792356953024864,0.9278526902198792,0.0202020202020202,26,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0792, torso_range=0.93) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1406,Lecture_room/video (3),Lecture_room,0,1,0.9779868721961976,0.1084664463996887,1.4096496105194092,0.004040404040404,22,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1085, torso_range=1.41) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1407,Lecture_room/video (3),Lecture_room,0,1,0.9750645160675048,0.1084664463996887,1.4096496105194092,0.0,17,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1085, torso_range=1.41) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1408,Lecture_room/video (3),Lecture_room,0,1,0.96852844953537,0.1084664463996887,1.4096496105194092,0.0,11,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1085, torso_range=1.41) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1409,Lecture_room/video (3),Lecture_room,0,1,0.9661616683006288,0.1084664463996887,1.3983631134033203,0.0,7,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1085, torso_range=1.40) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1410,Lecture_room/video (3),Lecture_room,0,1,0.9515867233276368,0.1084664463996887,1.1065258979797363,0.008080808080808,4,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1085, torso_range=1.11) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1411,Lecture_room/video (3),Lecture_room,0,1,0.6836174726486206,0.1084664463996887,0.3735536336898803,0.0333333333333333,2,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.1085, torso_range=0.37) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1483,Lecture_room/video (4),Lecture_room,0,1,0.6839616298675537,0.0154331726953387,0.1510559916496276,0.1575757575757575,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
1484,Lecture_room/video (4),Lecture_room,0,1,0.5951170325279236,0.0234424006193876,0.1538566201925277,0.1686868686868687,25,False,borderline_confidence,"confidence (0.60) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
1485,Lecture_room/video (4),Lecture_room,0,1,0.9417259097099304,0.0234424006193876,2.425913572311402,0.1838383838383838,28,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
1486,Lecture_room/video (4),Lecture_room,0,1,0.976067841053009,0.0752127692103385,2.8407747745513916,0.204040404040404,25,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0752, torso_range=2.84) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1487,Lecture_room/video (4),Lecture_room,0,1,0.978140115737915,0.0752127692103385,3.0674421787261963,0.2282828282828282,21,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0752, torso_range=3.07) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1488,Lecture_room/video (4),Lecture_room,0,1,0.9738508462905884,0.0752127692103385,3.0674421787261963,0.2797979797979798,16,False,occlusion,"person off-frame/occluded for 28% of window frames, pose landmarks unreliable"
1489,Lecture_room/video (4),Lecture_room,0,1,0.972587823867798,0.0752127692103385,3.0674421787261963,0.3343434343434343,11,False,occlusion,"person off-frame/occluded for 33% of window frames, pose landmarks unreliable"
1490,Lecture_room/video (4),Lecture_room,0,1,0.964962363243103,0.0752127692103385,2.5891733169555664,0.3838383838383838,7,False,occlusion,"person off-frame/occluded for 38% of window frames, pose landmarks unreliable"
1491,Lecture_room/video (4),Lecture_room,0,1,0.7333072423934937,0.0752127692103385,0.556349515914917,0.4343434343434343,3,False,occlusion,"person off-frame/occluded for 43% of window frames, pose landmarks unreliable"
1543,Office/video (12),Office,0,1,0.93855619430542,0.023252198472619,0.5723203420639038,0.0979797979797979,27,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1544,Office/video (12),Office,0,1,0.9809982180595398,0.023252198472619,2.090167284011841,0.0848484848484848,24,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0233, torso_range=2.09) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1545,Office/video (12),Office,0,1,0.9858009219169616,0.023252198472619,2.2490508556365967,0.0949494949494949,21,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0233, torso_range=2.25) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1546,Office/video (12),Office,0,1,0.9857532382011414,0.023252198472619,2.4255123138427734,0.1191919191919192,16,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0233, torso_range=2.43) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1547,Office/video (12),Office,0,1,0.9855456948280334,0.0316466093063354,2.4255123138427734,0.1515151515151515,12,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0316, torso_range=2.43) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1548,Office/video (12),Office,0,1,0.9843608736991882,0.0365545414388179,2.2970633506774902,0.1545454545454545,7,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0366, torso_range=2.30) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1549,Office/video (12),Office,0,1,0.9686976671218872,0.0365545414388179,1.778865098953247,0.1757575757575757,5,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0366, torso_range=1.78) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1550,Office/video (12),Office,0,1,0.7667743563652039,0.0365545414388179,0.7923156023025513,0.1888888888888888,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1551,Office/video (12),Office,0,1,0.6355887055397034,0.0365545414388179,0.7923156023025513,0.1787878787878788,2,False,borderline_confidence,"confidence (0.64) sits close to the decision threshold — a genuinely ambiguous window, not a clear model error"
1552,Office/video (12),Office,0,1,0.6553359627723694,0.0365545414388179,0.4797319173812866,0.1636363636363636,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1553,Office/video (12),Office,0,1,0.7386353015899658,0.0365545414388179,0.1146824359893798,0.1515151515151515,2,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1554,Office/video (12),Office,0,1,0.7673839926719666,0.009286917746067,0.0352578163146972,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1555,Office/video (12),Office,0,1,0.8027697205543518,0.0062891216948628,0.0374135971069335,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1556,Office/video (12),Office,0,1,0.8138774633407593,0.0062891216948628,0.0374135971069335,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1557,Office/video (12),Office,0,1,0.7969865202903748,0.0062891216948628,0.0374135971069335,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1558,Office/video (12),Office,0,1,0.8007187843322754,0.0037567557301372,0.0374135971069335,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1559,Office/video (12),Office,0,1,0.807200014591217,0.0037567557301372,0.0366816520690918,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1560,Office/video (12),Office,0,1,0.7952283620834351,0.0056775426492094,0.0325596332550048,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1561,Office/video (12),Office,0,1,0.7690200209617615,0.0056775426492094,0.0307083129882812,0.1515151515151515,3,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1589,Office/video (2),Office,0,1,0.6664107441902161,0.0312281101942062,0.1486139893531799,0.1959595959595959,29,True,window_boundary,model's peak attention frame is at the window end — the decisive motion is likely cut by the sliding-window boundary
1590,Office/video (2),Office,0,1,0.9720147848129272,0.0719688832759857,2.2790844440460205,0.2242424242424242,26,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0720, torso_range=2.28) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1591,Office/video (2),Office,0,1,0.9753921031951904,0.0719688832759857,2.3004236221313477,0.2595959595959596,22,False,occlusion,"person off-frame/occluded for 26% of window frames, pose landmarks unreliable"
1592,Office/video (2),Office,0,1,0.9691175818443298,0.0719688832759857,2.276195287704468,0.308080808080808,17,False,occlusion,"person off-frame/occluded for 31% of window frames, pose landmarks unreliable"
1593,Office/video (2),Office,0,1,0.964139759540558,0.0719688832759857,2.2671494483947754,0.3454545454545454,12,False,occlusion,"person off-frame/occluded for 35% of window frames, pose landmarks unreliable"
1594,Office/video (2),Office,0,1,0.9649839997291564,0.0719688832759857,2.2671494483947754,0.3707070707070707,7,False,occlusion,"person off-frame/occluded for 37% of window frames, pose landmarks unreliable"
1595,Office/video (2),Office,0,1,0.8677076697349548,0.0719688832759857,1.602802038192749,0.3959595959595959,3,False,occlusion,"person off-frame/occluded for 40% of window frames, pose landmarks unreliable"
1827,Office/video (6),Office,0,1,0.6794754266738892,0.0389159135520458,0.3088358044624328,0.2242424242424242,26,False,unclear_fp,no single diagnostic signal stands out; needs closer manual video review to explain
1828,Office/video (6),Office,0,1,0.833527147769928,0.0389159135520458,0.8938841223716736,0.2565656565656565,24,False,occlusion,"person off-frame/occluded for 26% of window frames, pose landmarks unreliable"
1829,Office/video (6),Office,0,1,0.8197991847991943,0.0389159135520458,1.2831536531448364,0.2656565656565656,19,False,occlusion,"person off-frame/occluded for 27% of window frames, pose landmarks unreliable"
1830,Office/video (6),Office,0,1,0.7850791215896606,0.0389159135520458,1.542737603187561,0.2575757575757575,16,False,occlusion,"person off-frame/occluded for 26% of window frames, pose landmarks unreliable"
1831,Office/video (6),Office,0,1,0.7924025654792786,0.0456203371286392,1.5715434551239014,0.2505050505050505,11,False,occlusion,"person off-frame/occluded for 25% of window frames, pose landmarks unreliable"
1832,Office/video (6),Office,0,1,0.8673381209373474,0.0456203371286392,1.5125552415847778,0.2363636363636363,6,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0456, torso_range=1.51) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1833,Office/video (6),Office,0,1,0.8017373085021973,0.0503550954163074,1.2499504089355469,0.206060606060606,3,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0504, torso_range=1.25) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1834,Office/video (6),Office,0,1,0.5742841958999634,0.0503550954163074,0.6263245344161987,0.1797979797979798,2,False,fall_like_adl_motion,"non-fall ADL with fall-like kinematics (hip_vel=0.0504, torso_range=0.63) — e.g. sitting down quickly or bending, motion profile overlaps real falls"
1835,Office/video (6),Office,0,1,0.6066259741783142,0.0503550954163074,0.209813117980957,0.1858585858585858,1,True,window_boundary,model's peak attention frame is at the window start — the decisive motion is likely cut by the sliding-window boundary
